id,failure
26570,0.1984225397090023
26571,0.1806066035350392
26572,0.19001294026930704
26573,0.19148345743808345
26574,0.33254287122455184
26575,0.16997256942433667
26576,0.1696843897453191
26577,0.22988561995666537
26578,0.14906207570989574
26579,0.1729067496248925
26580,0.16149034231738338
26581,0.20367725412741264
26582,0.20483867323356025
26583,0.18610841327243874
26584,0.2180947929568171
26585,0.1792917423484696
26586,0.18290844245388824
26587,0.17113817765523642
26588,0.22259500989493736
26589,0.18503612216568827
26590,0.18938208835896306
26591,0.23312019188680952
26592,0.22966942048290703
26593,0.18811854018888433
26594,0.17938425282068307
26595,0.22828591079285745
26596,0.23940189437568318
26597,0.183398212686002
26598,0.27428025606633144
26599,0.24980872913806873
26600,0.1945918702426214
26601,0.2327877856578043
26602,0.31026892332009415
26603,0.20804863709381424
26604,0.170496387546028
26605,0.16917180078386493
26606,0.15350548481282758
26607,0.19103103743819694
26608,0.16173066810638193
26609,0.2298813731660266
26610,0.1771127295225423
26611,0.18072701162522894
26612,0.13945901253379434
26613,0.20996094885616592
26614,0.17905938134433147
26615,0.18764867178369338
26616,0.1945801675007402
26617,0.1564560247294939
26618,0.39393980478763113
26619,0.17954466677298167
26620,0.20071811061024294
26621,0.17503487981745663
26622,0.19468404590813082
26623,0.2119115327774543
26624,0.19498780211362912
26625,0.20831314673742019
26626,0.15813486553141126
26627,0.34060292082474486
26628,0.15149984631122684
26629,0.305211600375452
26630,0.18808449173048772
26631,0.23280497644001874
26632,0.24106348195356495
26633,0.18832180923907138
26634,0.2279449328845324
26635,0.2518520985501847
26636,0.4059365494627129
26637,0.21319892155543027
26638,0.28831496446881244
26639,0.1701089603849485
26640,0.20597353973814164
26641,0.21312504135877103
26642,0.2502102188371471
26643,0.2345002478234867
26644,0.1730990366445407
26645,0.18621108037394962
26646,0.24675453492981728
26647,0.23882935412389109
26648,0.18730496538467223
26649,0.2172853823089096
26650,0.21226394116848735
26651,0.19557470272858266
26652,0.23151664755622392
26653,0.20508435091444085
26654,0.2635908891347245
26655,0.23577295309254012
26656,0.1812165168423955
26657,0.21133893154691832
26658,0.23662734195192228
26659,0.1874579568193179
26660,0.21419012729682002
26661,0.18078205101649492
26662,0.17762817658353072
26663,0.2566356411098173
